"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Gender"	"Gender Code"	Births
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2013"	"2013"	"October"	"10"	"Male"	"M"	5008
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2013"	"2013"	"October"	"10"			9574
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2013"	"2013"	"November"	"11"	"Female"	"F"	4491
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2013"	"2013"	"November"	"11"	"Male"	"M"	4557
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2013"	"2013"	"November"	"11"			9048
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2013"	"2013"	"December"	"12"	"Female"	"F"	4658
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2013"	"2013"	"December"	"12"	"Male"	"M"	4728
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2013"	"2013"	"December"	"12"			9386
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2013"	"2013"					113489
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"January"	"1"	"Female"	"F"	4382
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"January"	"1"	"Male"	"M"	4742
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"January"	"1"			9124
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"February"	"2"	"Female"	"F"	4152
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"February"	"2"	"Male"	"M"	4389
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"February"	"2"			8541
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"March"	"3"	"Female"	"F"	4591
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"March"	"3"	"Male"	"M"	4880
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"March"	"3"			9471
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"April"	"4"	"Female"	"F"	4598
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"April"	"4"	"Male"	"M"	4828
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"April"	"4"			9426
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"May"	"5"	"Female"	"F"	4926
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"May"	"5"	"Male"	"M"	5131
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"May"	"5"			10057
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"June"	"6"	"Female"	"F"	4643
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"June"	"6"	"Male"	"M"	4997
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"June"	"6"			9640
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"July"	"7"	"Female"	"F"	5127
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"July"	"7"	"Male"	"M"	5288
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"July"	"7"			10415
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"August"	"8"	"Female"	"F"	5024
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"August"	"8"	"Male"	"M"	5243
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"August"	"8"			10267
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"September"	"9"	"Female"	"F"	4651
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"September"	"9"	"Male"	"M"	4996
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"September"	"9"			9647
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"October"	"10"	"Female"	"F"	4619
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"October"	"10"	"Male"	"M"	4833
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"October"	"10"			9452
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"November"	"11"	"Female"	"F"	4254
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"November"	"11"	"Male"	"M"	4684
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"November"	"11"			8938
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"December"	"12"	"Female"	"F"	4604
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"December"	"12"	"Male"	"M"	4793
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"	"December"	"12"			9397
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2014"	"2014"					114375
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"January"	"1"	"Female"	"F"	4482
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"January"	"1"	"Male"	"M"	4620
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"January"	"1"			9102
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"February"	"2"	"Female"	"F"	4096
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"February"	"2"	"Male"	"M"	4373
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"February"	"2"			8469
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"March"	"3"	"Female"	"F"	4642
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"March"	"3"	"Male"	"M"	4973
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"March"	"3"			9615
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"April"	"4"	"Female"	"F"	4579
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"April"	"4"	"Male"	"M"	4790
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"April"	"4"			9369
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"May"	"5"	"Female"	"F"	4719
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"May"	"5"	"Male"	"M"	4839
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"May"	"5"			9558
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"June"	"6"	"Female"	"F"	4731
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"June"	"6"	"Male"	"M"	4840
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"June"	"6"			9571
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"July"	"7"	"Female"	"F"	5144
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"July"	"7"	"Male"	"M"	5186
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"July"	"7"			10330
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"August"	"8"	"Female"	"F"	5081
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"August"	"8"	"Male"	"M"	5130
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"August"	"8"			10211
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"September"	"9"	"Female"	"F"	4692
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"September"	"9"	"Male"	"M"	4826
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"September"	"9"			9518
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"October"	"10"	"Female"	"F"	4646
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"October"	"10"	"Male"	"M"	4818
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"October"	"10"			9464
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"November"	"11"	"Female"	"F"	4237
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"November"	"11"	"Male"	"M"	4632
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"November"	"11"			8869
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"December"	"12"	"Female"	"F"	4514
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"December"	"12"	"Male"	"M"	4722
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"	"December"	"12"			9236
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2015"	"2015"					113312
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"January"	"1"	"Female"	"F"	4333
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"January"	"1"	"Male"	"M"	4557
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"January"	"1"			8890
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"February"	"2"	"Female"	"F"	4197
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"February"	"2"	"Male"	"M"	4432
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"February"	"2"			8629
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"March"	"3"	"Female"	"F"	4649
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"March"	"3"	"Male"	"M"	4901
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"March"	"3"			9550
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"April"	"4"	"Female"	"F"	4433
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"April"	"4"	"Male"	"M"	4834
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"April"	"4"			9267
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"May"	"5"	"Female"	"F"	4716
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"May"	"5"	"Male"	"M"	5065
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"May"	"5"			9781
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"June"	"6"	"Female"	"F"	4698
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"June"	"6"	"Male"	"M"	5085
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"June"	"6"			9783
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"July"	"7"	"Female"	"F"	4959
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"July"	"7"	"Male"	"M"	5094
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"July"	"7"			10053
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"August"	"8"	"Female"	"F"	5026
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"August"	"8"	"Male"	"M"	5161
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"August"	"8"			10187
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"September"	"9"	"Female"	"F"	4746
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"September"	"9"	"Male"	"M"	4988
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"September"	"9"			9734
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"October"	"10"	"Female"	"F"	4513
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"October"	"10"	"Male"	"M"	4723
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"October"	"10"			9236
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"November"	"11"	"Female"	"F"	4461
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"November"	"11"	"Male"	"M"	4586
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"November"	"11"			9047
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"December"	"12"	"Female"	"F"	4579
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"December"	"12"	"Male"	"M"	4579
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"	"December"	"12"			9158
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2016"	"2016"					113315
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"January"	"1"	"Female"	"F"	4321
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"January"	"1"	"Male"	"M"	4696
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"January"	"1"			9017
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"February"	"2"	"Female"	"F"	4079
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"February"	"2"	"Male"	"M"	4324
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"February"	"2"			8403
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"March"	"3"	"Female"	"F"	4572
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"March"	"3"	"Male"	"M"	4780
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"March"	"3"			9352
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"April"	"4"	"Female"	"F"	4381
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"April"	"4"	"Male"	"M"	4450
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"April"	"4"			8831
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"May"	"5"	"Female"	"F"	4573
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"May"	"5"	"Male"	"M"	5048
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"May"	"5"			9621
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"June"	"6"	"Female"	"F"	4740
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"June"	"6"	"Male"	"M"	4873
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"June"	"6"			9613
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"July"	"7"	"Female"	"F"	4851
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"July"	"7"	"Male"	"M"	4985
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"July"	"7"			9836
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"August"	"8"	"Female"	"F"	5055
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"August"	"8"	"Male"	"M"	5159
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"August"	"8"			10214
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"September"	"9"	"Female"	"F"	4668
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"September"	"9"	"Male"	"M"	4868
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"September"	"9"			9536
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"October"	"10"	"Female"	"F"	4588
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"October"	"10"	"Male"	"M"	4676
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"October"	"10"			9264
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"November"	"11"	"Female"	"F"	4343
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"November"	"11"	"Male"	"M"	4491
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"November"	"11"			8834
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"December"	"12"	"Female"	"F"	4376
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"December"	"12"	"Male"	"M"	4529
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"	"December"	"12"			8905
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"2017"	"2017"					111426
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"							1271229
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"January"	"1"	"Female"	"F"	5937
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"January"	"1"	"Male"	"M"	6422
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"January"	"1"			12359
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"February"	"2"	"Female"	"F"	5736
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"February"	"2"	"Male"	"M"	5906
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"February"	"2"			11642
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"March"	"3"	"Female"	"F"	6380
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"March"	"3"	"Male"	"M"	6688
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"March"	"3"			13068
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"April"	"4"	"Female"	"F"	5819
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"April"	"4"	"Male"	"M"	6209
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"April"	"4"			12028
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"May"	"5"	"Female"	"F"	6186
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"May"	"5"	"Male"	"M"	6447
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"May"	"5"			12633
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"June"	"6"	"Female"	"F"	6113
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"June"	"6"	"Male"	"M"	6599
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"June"	"6"			12712
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"July"	"7"	"Female"	"F"	6624
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"July"	"7"	"Male"	"M"	6720
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"July"	"7"			13344
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"August"	"8"	"Female"	"F"	6581
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"August"	"8"	"Male"	"M"	7028
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"August"	"8"			13609
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"September"	"9"	"Female"	"F"	6216
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"September"	"9"	"Male"	"M"	6346
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"September"	"9"			12562
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"October"	"10"	"Female"	"F"	6202
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"October"	"10"	"Male"	"M"	6504
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"October"	"10"			12706
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"November"	"11"	"Female"	"F"	6018
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"November"	"11"	"Male"	"M"	6089
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"November"	"11"			12107
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"December"	"12"	"Female"	"F"	5947
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"December"	"12"	"Male"	"M"	6162
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"	"December"	"12"			12109
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2007"	"2007"					150879
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"January"	"1"	"Female"	"F"	5939
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"January"	"1"	"Male"	"M"	6235
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"January"	"1"			12174
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"February"	"2"	"Female"	"F"	5815
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"February"	"2"	"Male"	"M"	5998
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"February"	"2"			11813
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"March"	"3"	"Female"	"F"	6117
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"March"	"3"	"Male"	"M"	6343
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"March"	"3"			12460
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"April"	"4"	"Female"	"F"	6074
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"April"	"4"	"Male"	"M"	6479
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"April"	"4"			12553
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"May"	"5"	"Female"	"F"	6151
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"May"	"5"	"Male"	"M"	6584
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"May"	"5"			12735
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"June"	"6"	"Female"	"F"	6019
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"June"	"6"	"Male"	"M"	6118
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"June"	"6"			12137
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"July"	"7"	"Female"	"F"	6487
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"July"	"7"	"Male"	"M"	6722
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"July"	"7"			13209
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"August"	"8"	"Female"	"F"	6448
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"August"	"8"	"Male"	"M"	6488
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"August"	"8"			12936
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"September"	"9"	"Female"	"F"	6382
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"2008"	"2008"	"September"	"9"	"Male"	"M"	6499
